Họ và tên,Tuổi,Chiều cao (cm),Cân nặng (kg),Vị trí thi đấu,Quốc tịch,Chỉ số tổng thể,Tiềm năng phát triển,Giá trị chuyển nhượng (euro),Lương (euro)
S. Carson,33,190.5,86.2,GK,England,73,73,2300000,25000
D. Ndongala,27,170.18,59,"RW,RM",DR Congo,73,73,4200000,15000
A. Abedzadeh,25,185.42,79.8,GK,Iran,73,77,3700000,7000
S. Larsson,33,152.4,69.9,"CM,CDM",Sweden,73,73,2300000,9000
J. GÃ³ralski,26,172.72,66.2,CDM,Poland,73,77,,
A. RodrÃ­guez,29,154.94,79.8,ST,Colombia,73,73,4000000,8000
L. Narsingh,28,152.4,77.1,"RW,LW",Netherlands,73,73,4200000,25000
F. Eboa Eboa,21,185.42,79.8,"CB,RB",Cameroon,73,80,4900000,12000
Bruno Varela,24,190.5,87.1,GK,Portugal,73,77,3700000,6000
K. MÃ¶hwald,25,182.88,77.1,"CM,CAM",Germany,73,77,5000000,19000
Cristiano,32,182.88,83,"ST,LM",Brazil,73,73,3600000,11000
S. Frei,32,190.5,88,GK,United States,73,73,2300000,5000
K. Mrabti,24,175.26,74.8,"CAM,ST,CM",Sweden,73,79,5500000,20000
M. Bauer,27,154.94,73.9,"RB,RWB,RM",Austria,73,74,3800000,31000
Ãlvaro JimÃ©nez,23,175.26,71.2,RM,Spain,73,80,5500000,16000
A. BÃ¼ttner,30,175.26,74.8,LB,Netherlands,73,73,3000000,12000
Bruno Xadas,21,152.4,72.1,RM,Portugal,73,84,7000000,9000
J. ValdÃ©s,38,175.26,73.9,CM,Chile,73,73,1300000,6000
R. MartÃ­nez,35,182.88,81.2,CM,Argentina,73,73,1700000,12000
T. Krul,30,187.96,73.9,GK,Netherlands,73,73,2600000,17000
T. Elyounoussi,31,172.72,66.2,"ST,CF,CAM",Norway,73,73,3900000,10000
F. Barba,25,185.42,77.1,"CB,LB",Italy,73,79,4700000,11000
H. Mukhtar,23,172.72,71.2,CAM,Germany,73,80,5500000,19000
Carlos HernÃ¡ndez,28,185.42,81.2,CB,Spain,73,74,3800000,9000
Samir,24,187.96,79.8,"CB,LB",Brazil,73,77,4400000,17000
Juan Carlos,27,182.88,72.1,"CAM,LM",Spain,73,73,4200000,8000
M. Stekelenburg,36,198.12,92.1,GK,Netherlands,73,73,950000,30000
K. Long,28,190.5,82.1,CB,Republic of Ireland,73,74,3800000,36000
Pedro Rocha,24,152.4,73.9,"LW,ST,LM",Brazil,73,79,5500000,1000
M. Banguera,33,187.96,89.8,GK,Ecuador,73,73,,
Diego Lopes,24,170.18,64,"CAM,LW,CM",Brazil,73,77,5000000,7000
S. Gentiletti,34,185.42,77.1,CB,Argentina,73,73,1600000,7000
D. Henderson,21,190.5,84.8,GK,England,73,83,5000000,36000
A. ChÃ¡vez,27,182.88,79.8,ST,Argentina,73,74,4700000,15000
E. Barreto,34,154.94,78.9,CM,Paraguay,73,73,2300000,26000
G. Toledo,29,170.18,72.1,RB,Argentina,73,73,3200000,11000
L. BoyÃ©,23,182.88,79.8,"LM,ST,CAM",Argentina,73,81,6000000,1000
V. Qazaishvili,26,175.26,79.8,"LM,ST",Georgia,73,74,4800000,7000
B. Hamid,28,190.5,102.1,GK,United States,73,76,3400000,14000
Miguel Veloso,32,154.94,78.9,"CDM,CM",Portugal,73,73,2300000,13000
Yan Junling,28,190.5,83,GK,China PR,73,76,3400000,10000
Munir,29,190.5,88.9,GK,Morocco,73,74,3100000,7000
J. Riedewald,22,182.88,78.9,"CDM,CB",Netherlands,73,80,4900000,26000
S. de Jong,30,185.42,82.1,"CM,ST",Netherlands,73,73,3800000,15000
R. Orsolini,22,182.88,73,"RW,RM",Italy,73,85,7000000,52000
D. Pavelka,27,185.42,73.9,"CDM,CM",Czech Republic,73,76,4000000,11000
B. Dejaegere,27,175.26,72.1,"CM,RM,CDM,LM",Belgium,73,74,4500000,17000
S. CÃ¡rdenas,29,167.64,64.9,"CAM,CM,RM,LM",Colombia,73,73,4000000,5000
M. KamiÅ„ski,27,193.04,82.1,CB,Poland,73,75,4000000,24000
E. Didot,35,175.26,69.9,"CDM,CM",France,73,73,1200000,17000
M. Demiral,21,193.04,84.8,CB,Turkey,73,83,5500000,8000
Douglas Armeira,27,175.26,73.9,RB,Brazil,73,73,3400000,13000
K. Pedersen,24,190.5,83,LB,Denmark,73,78,4500000,18000
Jorge,22,182.88,59.9,LB,Brazil,73,79,4600000,35000
Edgar MÃ©ndez,27,187.96,76.2,"RM,LM,LW",Spain,73,73,4200000,21000
T. Xhaka,27,172.72,72.1,"CDM,CM,CB",Albania,73,75,3900000,19000
DÃ­dac VilÃ ,29,185.42,73.9,"LB,LWB",Spain,73,73,3000000,20000
Diogo Dalot,19,182.88,71.2,RB,Portugal,73,84,6000000,29000
T. Fosu-Mensah,21,185.42,78,"RB,CB",Netherlands,73,82,5500000,49000
Ailton ValpaÃ§os,27,185.42,78.9,"CB,CDM",Brazil,73,73,3500000,24000
F. ManrÃ­quez,35,167.64,72.1,"CM,CAM",Chile,73,73,1900000,5000
M. Rangel,28,185.42,79.8,ST,Colombia,73,73,4300000,4000
RubÃ©n GarcÃ­a,25,170.18,72.1,"CAM,LM,RM",Spain,73,78,5500000,8000
P. Karlsson,33,182.88,81.2,CB,Sweden,73,73,2300000,8000
M. Nervo,28,154.94,83,"CB,RB",Argentina,73,74,3800000,16000
H. Harbaoui,34,185.42,87.1,ST,Tunisia,73,73,2500000,15000
F. Dionisi,31,152.4,68,ST,Italy,73,73,3600000,15000
A. IbargÃ¼en,26,167.64,63,"LM,LW",Colombia,73,74,4700000,44000
J. O'Connell,24,190.5,84.8,CB,England,73,80,4800000,10000
C. Clemens,27,152.4,78.9,"RM,LM",Germany,73,73,4300000,17000
Ã‰lton,32,157.48,59.9,"CAM,RM,RW",Brazil,73,73,3100000,18000
L. Baal,32,175.26,74.8,"LB,LM",France,73,73,2200000,22000
A. BÃ¼yÃ¼k,31,152.4,78,"LM,ST",Turkey,73,73,3800000,13000
VÃ­ctor RodrÃ­guez,29,167.64,64.9,"LM,RM,CAM,CM",Spain,73,73,4000000,8000
T. Ince,27,152.4,66.2,"RW,CAM",England,73,73,4300000,37000
C. Buchtmann,26,175.26,72.1,"CM,CDM,CAM",Germany,73,76,4900000,16000
G. Bussmann,28,182.88,78.9,LB,France,73,73,3300000,20000
M. Dituro,31,190.5,89.8,GK,Argentina,73,73,2400000,7000
Alexis,33,182.88,74.8,"CB,RB,LB",Spain,73,73,2300000,27000
Ivo Rodrigues,23,152.4,72.1,"RW,LW,LM",Portugal,73,79,5500000,10000
I. Balliu,27,172.72,63,"RB,RWB",Albania,73,74,3800000,7000
R. Hennings,31,154.94,79.8,ST,Germany,73,73,3900000,26000
M. Britos,30,170.18,64,"ST,RW,CAM",Uruguay,73,73,4000000,11000
Roberto Torres,29,152.4,72.1,"LM,CM,RM",Spain,73,73,3900000,10000
M. Yanga-Mbiwa,29,182.88,77.1,CB,France,73,73,3100000,40000
Tiago SÃ¡,24,185.42,78,GK,Portugal,73,81,4400000,7000
O. Sorg,28,175.26,74.8,"RB,CB",Germany,73,73,3200000,25000
Gabriel Silva,27,152.4,74.8,"LB,LWB",Brazil,73,74,3700000,22000
Dani Raba,23,182.88,76.2,"RM,CAM",Spain,73,79,5500000,21000
B. Lozano,25,167.64,64.9,"LM,RM,LW,CM",Uruguay,73,75,4900000,15000
Vinicius Cardenha,27,152.4,73,"RB,CB",Brazil,73,73,3400000,21000
J. Schlupp,26,152.4,72.1,"LB,LM",Ghana,73,76,4100000,34000
Juli Piresinho,31,154.94,82.1,RB,Brazil,73,73,2900000,11000
AndrÃ© Geraldes,27,154.94,73.9,RB,Portugal,73,74,3700000,10000
O. Opazo,28,170.18,72.1,"RM,RB,LM,LB",Chile,73,73,4200000,8000
S. Kapino,24,195.58,91.2,GK,Greece,73,78,3900000,13000
FerrÃ¡n Torres,19,154.94,72.1,RM,Spain,73,86,7000000,12000
C. KeÅŸerÃ¼,32,152.4,71.2,"ST,CF,LW",Romania,73,73,,
M. Santos,25,175.26,66.2,"ST,LM",Uruguay,73,77,5000000,10000
F. NovÃ¡k,28,182.88,78,"LB,CB",Czech Republic,73,73,3200000,23000
K. Darlow,28,190.5,88,GK,England,73,75,3200000,26000
F. Diedhiou,26,187.96,79.8,ST,Senegal,73,76,5000000,35000
V. Forren,31,185.42,88,CB,Norway,73,73,3000000,6000
F. Mattiello,23,182.88,69.9,"RM,LM",Italy,73,78,5500000,18000
O. PÃ©rez,37,154.94,82.1,CAM,Argentina,73,73,1300000,3000
T. CiÄŸerci,26,185.42,79.8,"CDM,CM,LM",Turkey,73,76,4200000,41000
B. Ramselaar,22,152.4,73.9,"CAM,CM",Netherlands,73,79,5500000,11000
C. Njie,25,175.26,68,"ST,LW",Cameroon,73,76,5000000,31000
A. Najar,25,170.18,68.9,"RB,RM,CB",Honduras,73,77,4300000,14000
R. Yabo,27,152.4,69.9,"RM,CAM,CM",Germany,73,73,4300000,13000
G. Cameron,33,190.5,83.9,"CDM,CB,CM",United States,73,73,2300000,31000
K. Monnet-Paquet,30,182.88,81.2,"LM,RM,RWB",France,73,73,3900000,26000
E. Unsain,24,187.96,83,GK,Argentina,73,80,4100000,7000
A. Walke,35,187.96,88,GK,Germany,73,73,950000,13000
Cifuentes,39,190.5,78,GK,Spain,73,73,270000,4000
Marcos Paneira,31,182.88,73,"CDM,CM,RM",Brazil,73,73,3000000,11000
L. RodrÃ­guez,28,175.26,73,"RB,RWB",Mexico,73,73,3300000,36000
Diego FarÃ­as,28,172.72,66.2,"CF,CAM,ST,LW",Brazil,73,73,4100000,28000
J. PivariÄ‡,30,175.26,68.9,"LB,LM",Croatia,73,73,3000000,1000
Hwang Ui Jo,26,182.88,73,"ST,RM",Korea Republic,73,75,5000000,11000
F. Kudryashov,31,154.94,81.2,"CB,LWB",Russia,73,73,2700000,18000
Luis Couprins,31,152.4,72.1,CDM,Brazil,73,73,3000000,12000
N. GieÃŸelmann,27,182.88,74.8,"LB,CB",Germany,73,74,3800000,21000
M. Luongo,26,175.26,76.2,"CDM,CM",Australia,73,76,4200000,8000
Flavio PaixÃ£o,34,182.88,74.8,"ST,RM",Portugal,73,73,2500000,9000
Aitor,27,182.88,78,GK,Spain,73,76,3400000,14000
E. Stevens,28,182.88,78,"LWB,LB",Republic of Ireland,73,73,3300000,11000
P. CissÃ©,23,198.12,89.8,CB,Senegal,73,82,5500000,1000
E. Krafth,24,154.94,72.1,RB,Sweden,73,77,4300000,19000
R. Fredericks,26,154.94,73.9,RB,England,73,75,4000000,46000
Rodrigo Galo,32,175.26,69.9,"RB,RWB",Brazil,73,73,2600000,1000
N. Cardozo,32,172.72,66.2,"CM,LM",Argentina,73,73,3400000,17000
O. HernÃ¡ndez,26,172.72,76.2,"LM,RM",Germany,73,74,4800000,22000
Freder Cabral,27,187.96,83,GK,Brazil,73,73,2800000,20000
S. Vittor,29,187.96,86.2,CB,Argentina,73,74,3500000,16000
A. Maher,25,175.26,76.2,"CM,CAM",Netherlands,73,76,5000000,11000
G. Silva,25,185.42,73.9,"LB,CB",Uruguay,73,78,4500000,13000
C. Baeza,25,170.18,64,"CM,CB",Chile,73,75,4900000,26000
AndrÃ© Sousa,28,154.94,78,"CM,CAM",Portugal,73,73,4100000,7000
P. Klement,26,175.26,71.2,"CAM,CM,RM",Germany,73,74,4800000,11000
Vadillo,24,154.94,69.9,"RM,LM",Spain,73,78,5500000,7000
J. Molina,30,185.42,77.1,"CDM,CM,CB",Mexico,73,73,3000000,27000
M. Loum,22,187.96,79.8,"CDM,CM",Senegal,73,82,5500000,8000
U. RaÄiÄ‡,20,193.04,81.2,"CDM,CM",Serbia,73,81,5000000,16000
F. Macheda,27,185.42,77.1,ST,Italy,73,74,4800000,1000
Manquillo,24,152.4,76.2,"LB,RB",Spain,73,77,4300000,28000
M. PÃ©rez,28,182.88,66.2,"ST,RM",Colombia,73,73,4300000,4000
D. Kamada,22,182.88,73,"CF,CAM",Japan,73,80,5500000,21000
Jaim Abra,27,187.96,81.2,GK,Brazil,73,73,2800000,10000
Enric Gallego,32,187.96,87.1,ST,Spain,73,73,3600000,21000
Luis Milla,24,175.26,67.1,"CDM,CM",Spain,73,80,4800000,7000
Diego Oliveira,28,152.4,78,ST,Brazil,73,73,4100000,11000
S. Skrzybski,26,175.26,69.9,"ST,RM",Germany,73,74,4800000,25000
J. Ward,29,187.96,83,RB,England,73,73,3200000,37000
V. Cantillo,25,154.94,69.9,CDM,Colombia,73,80,4800000,3000
C. LÃ¶we,29,175.26,68,"LWB,LB",Germany,73,73,3000000,34000
Y. Seleznyov,33,187.96,87.1,ST,Ukraine,73,73,3200000,10000
Nildo Petrolina,32,175.26,60.8,"LW,LM,RM",Brazil,73,73,3100000,19000
I. KovÃ¡cs,26,172.72,64.9,"CAM,CF",Hungary,73,74,,
E. Pavez,28,154.94,76.2,"CM,CDM",Chile,73,73,4000000,8000
L. Siligardi,31,154.94,72.1,"RW,LW,LM",Italy,73,73,3800000,34000
M. Miazga,23,193.04,83.9,CB,United States,73,78,4500000,22000
R. AssalÃ©,25,167.64,67.1,ST,Ivory Coast,73,78,5500000,18000
P. Kasami,26,187.96,69.9,"RM,CM,CDM",Switzerland,73,74,4700000,25000
Fran Rico,31,152.4,68,"CDM,CM,CAM",Spain,73,73,3000000,8000
Carlos Ponck,24,182.88,83.9,CB,Cape Verde,73,78,4500000,8000
D. Braghieri,32,185.42,86.2,CB,Argentina,73,73,2700000,5000
B. Cesar,36,190.5,88.9,CB,Slovenia,73,73,950000,9000
J. Vossen,29,182.88,78.9,ST,Belgium,73,73,4000000,20000
S. Taniguchi,27,182.88,73,"CB,CDM",Japan,73,74,3900000,8000
D. PÃ©rez,30,167.64,66.2,"LB,LM",Argentina,73,73,3000000,16000
D. Dessoleil,26,187.96,78.9,CB,Belgium,73,76,4200000,11000
Pedro SÃ¡,25,175.26,69.9,"CDM,CM",Portugal,73,79,4700000,7000
M. Krohn-Dehli,35,170.18,68,"CM,LM,CDM,CAM",Denmark,73,73,1700000,7000
R. Kent,22,172.72,64.9,"LW,LM,RW",England,73,84,7000000,54000
J. Kenny,21,175.26,67.1,"RB,RWB",England,73,79,4600000,40000
G. Jung,24,187.96,76.2,"CB,CDM",Germany,73,80,4800000,10000
R. Nuzzolo,35,175.26,73,"ST,LM,RM",Switzerland,73,73,2100000,9000
T. Smith,26,185.42,83.9,RB,England,73,76,4100000,33000
A. Acquah,27,152.4,69.9,CM,Ghana,73,73,4200000,12000
Guerrero,28,154.94,76.2,ST,Spain,73,73,4300000,1000
D. Roef,25,187.96,86.2,GK,Belgium,73,77,3700000,10000
David Braz,31,187.96,82.1,CB,Brazil,73,73,2700000,11000
E. Derdiyok,30,190.5,92.1,ST,Switzerland,73,73,3900000,44000
J. Cuevas,30,160.02,63,"RW,LW,LM",Argentina,73,73,3800000,5000
Alex BergantiÃ±os,33,175.26,69.9,"CDM,CM",Spain,73,73,1600000,8000
Vesga,25,190.5,83.9,"CM,CDM",Spain,73,78,5000000,17000
K. Grosicki,30,154.94,78,LM,Poland,73,73,3800000,23000
K. Ajer,20,195.58,93.9,CB,Norway,73,82,5500000,26000
G. Lezcano,32,167.64,64.9,"RW,RM",Argentina,73,73,3500000,11000
AndrÃ© Martins,29,170.18,60.8,CM,Portugal,73,73,4000000,10000
S. Araujo,27,154.94,78.9,"ST,CAM,LM,CF",Argentina,73,74,4800000,11000
S. Long,32,152.4,69.9,ST,Republic of Ireland,73,73,3600000,39000
J. Sorbon,35,182.88,78.9,CB,France,73,73,1200000,17000
A. Webster,24,190.5,74.8,CB,England,73,77,4400000,26000
Samu Saiz,28,175.26,68,"CAM,CM,LM",Spain,74,74,6000000,37000
Marc Muniesa,26,152.4,72.1,"CB,LB",Spain,74,78,6000000,23000
Moi GÃ³mez,24,175.26,64.9,"CAM,CM,LM,CDM",Spain,74,79,7500000,9000
Welthon,26,154.94,79.8,ST,Brazil,74,76,7000000,11000
Camilo,30,170.18,72.1,ST,Brazil,74,74,5500000,12000
Enaldo Toxeto,31,154.94,78.9,CB,Brazil,74,74,4200000,22000
J. Gallardo,24,175.26,68,"LM,LW,LB",Mexico,74,80,7500000,32000
F. Soldano,24,152.4,72.1,ST,Argentina,74,81,8000000,1000
L. AdvÃ­ncula,29,152.4,79.8,"RB,RWB",Peru,74,74,4400000,41000
B. Douglas,29,152.4,69.9,LB,Scotland,74,74,4400000,35000
R. Cota,31,187.96,83.9,GK,Mexico,74,74,3600000,19000
Ricardo Costa,37,182.88,82.1,CB,Portugal,74,74,750000,4000
J. Bryan,25,170.18,72.1,"LB,LWB",England,74,78,6000000,35000
L. Hinterseer,27,193.04,86.2,"ST,RW",Austria,74,75,6500000,18000
Jorge MiramÃ³n,29,175.26,73.9,"RB,RWB",Spain,74,74,4300000,20000
J. Iturbe,25,170.18,62.1,"RW,RM",Paraguay,74,77,7000000,20000
L. Ciman,33,182.88,69.9,CB,Belgium,74,74,3200000,7000
R. Cohade,34,154.94,74.8,"CM,CDM",France,74,74,3300000,8000
De la Bella,33,182.88,78.9,LB,Spain,74,74,3100000,10000
Ã“scar Plano,28,182.88,72.1,"LM,RM,CAM,ST",Spain,74,74,6000000,18000
L. Grant,36,193.04,83,GK,England,74,74,1300000,39000
G. Blanco,27,190.5,88,ST,Argentina,74,75,6500000,11000
P. Å½ulj,25,185.42,79.8,"CM,CDM,CAM",Austria,74,78,7000000,17000
P. Goltz,33,182.88,82.1,CB,Argentina,74,74,2300000,18000
S. Corchia,28,175.26,67.1,RB,France,74,74,4600000,13000
V. Rosier,22,175.26,71.2,"RB,RWB",France,74,81,6500000,9000
M. Ã‡elik,22,154.94,78,RB,Turkey,74,84,8000000,17000
B. AlemÃ¡n,29,175.26,78.9,"CAM,LM,CM,ST",Uruguay,74,74,5500000,27000
D. Vukovic,33,187.96,98.9,GK,Australia,74,74,2800000,11000
S. Kittel,26,152.4,76.2,"CAM,LM,LW",Germany,74,75,6500000,22000
Baiano,32,152.4,68.9,RB,Brazil,74,74,3700000,12000
Lee Jae Sung,26,154.94,69.9,"CAM,CM",Korea Republic,74,76,7000000,12000
J. Fuenzalida,34,170.18,67.1,"RW,RB",Chile,74,74,3400000,11000
Y. Bolasie,29,187.96,83.9,"LW,LM,RM",DR Congo,74,74,5500000,76000
A. Bjelland,30,187.96,84.8,CB,Denmark,74,74,4400000,18000
M. Jensen,31,152.4,74.8,CM,Denmark,74,74,5000000,8000
O. Zinchenko,22,175.26,64,LB,Ukraine,74,83,7500000,53000
A. Fulgini,22,182.88,71.2,"RM,CM,RW",France,74,82,8500000,15000
J. Ibe,23,175.26,81.2,"RM,RW",England,74,79,7500000,43000
C. Bassogog,23,175.26,74.8,"ST,RM,LM",Cameroon,74,81,8000000,13000
J. Ferri,26,172.72,73.9,CM,France,74,75,6500000,46000
A. KonÃ©,35,182.88,81.2,"ST,RM,LM",Ivory Coast,74,74,3000000,15000
J. SÃ¡nchez MiÃ±o,29,152.4,78,"LB,LM",Argentina,74,74,4400000,18000
H. Lindner,28,187.96,79.8,GK,Austria,74,77,4700000,11000
F. Zampedri,31,185.42,83,ST,Argentina,74,74,5500000,17000
D. Viera,27,185.42,91.2,CB,Paraguay,74,76,5500000,13000
R. HubnÃ­k,34,193.04,88,CB,Czech Republic,74,74,1700000,1000
L. RodrÃ­guez,21,167.64,64,"CAM,LM,RM,CM",Argentina,74,83,8500000,11000
P. ChavarrÃ­a,31,185.42,79.8,"ST,RM",Argentina,74,74,5500000,19000
A. Ä†oriÄ‡,21,175.26,59,"CAM,CM",Croatia,74,84,9000000,34000
C. Larin,23,187.96,89.8,ST,Canada,74,80,8000000,37000
S. Falette,27,182.88,91.2,CB,Guinea,74,77,6000000,26000
D. Drexler,28,182.88,71.2,"CAM,CM,LM",Germany,74,74,5500000,20000
T. KÄ™dziora,24,182.88,73,RB,Poland,74,79,6500000,1000
C. Mbemba,24,182.88,82.1,"CB,LB",DR Congo,74,79,6500000,9000
D. Le Tallec,28,187.96,79.8,"CDM,CM",France,74,75,5000000,21000
Ricardo,36,187.96,82.1,GK,Portugal,74,74,1300000,5000
Cho Hyun Woo,27,187.96,74.8,GK,Korea Republic,74,76,4700000,5000
R. Haps,25,175.26,66.2,LB,Netherlands,74,77,6000000,11000
M. EtxeberrÃ­a,27,182.88,77.1,"LM,RM",Paraguay,74,74,,
Kim Seung Joon,24,154.94,73,"RM,LM",Korea Republic,74,76,7000000,7000
L. Gamba,31,170.18,69.9,ST,Argentina,74,74,5000000,17000
R. Salin,34,187.96,76.2,GK,France,74,74,2800000,9000
A. Correa,34,154.94,73.9,CB,Colombia,74,74,2300000,3000
V. Misidjan,25,172.72,69.9,"RM,RW,LM,LW",Netherlands,74,77,7000000,19000
G. Burdisso,30,187.96,82.1,CB,Argentina,74,74,4400000,18000
F. Hadergjonaj,24,182.88,73,"RWB,RB",Switzerland,74,80,6500000,30000
Ãlex Moreno,25,152.4,68,"LB,LWB",Spain,74,79,6000000,15000
A. Rossi,23,193.04,94.8,GK,Argentina,74,82,6000000,12000
M. Bakalorz,29,154.94,78,"CDM,CM",Germany,74,74,4600000,27000
GabrÃ¬el,26,193.04,89.8,GK,Brazil,74,78,5000000,3000
I. Chochev,26,187.96,79.8,"CM,CDM,LM",Bulgaria,74,77,7000000,4000
Y. Cardinale,24,154.94,83.9,GK,France,74,77,5000000,16000
S. Ward,33,185.42,79.8,LB,Republic of Ireland,74,74,3100000,39000
C. Musonda,22,172.72,66.2,"RW,LW",Belgium,74,82,8500000,11000
J. Stephens,25,185.42,74.8,CB,England,74,80,6500000,30000
J. Plata,27,157.48,60.8,"LW,ST",Ecuador,74,74,6000000,9000
A. Hack,25,193.04,88,CB,Germany,74,78,6000000,18000
A. Bedoya,31,152.4,73,"CM,CDM",United States,74,74,4800000,8000
L. MartÃ­nez,21,152.4,69.9,"CB,LB",Argentina,74,82,7000000,8000
L. Depoitre,30,190.5,91.2,ST,Belgium,74,74,5500000,44000
Adama,23,152.4,72.1,"RW,RM",Spain,74,82,8500000,50000
Padilhisco,27,182.88,82.1,"LB,LM",Brazil,74,74,4800000,12000
J. Musso,24,190.5,93,GK,Argentina,74,80,5500000,14000
A. del Valle,30,175.26,64.9,"ST,RM",Colombia,74,74,5500000,5000
J. McGinn,24,152.4,68,CM,Scotland,74,79,7500000,16000
C. Benavente,24,172.72,73,"CAM,LM,CF",Peru,74,78,,
O. Hiljemark,26,182.88,73,"CM,CDM",Sweden,74,76,6500000,15000
M. Diop,31,187.96,89.8,"ST,CAM",Senegal,74,74,5500000,15000
W. Morelo,31,172.72,69.9,ST,Colombia,74,74,5000000,14000
Mikel Rico,34,152.4,74.8,CM,Spain,74,74,3300000,20000
A. Souquet,27,152.4,73,RB,France,74,75,5500000,17000
D. Brasanac,27,152.4,73,"CM,RM,CDM",Serbia,74,75,6500000,20000
L. VillafaÃ±ez,27,170.18,64.9,"RM,CAM",Argentina,74,74,6000000,14000
Dentinho,30,175.26,74.8,CAM,Brazil,74,74,5500000,1000
G. GimÃ©nez,27,182.88,79.8,"CM,CDM",Argentina,74,75,6500000,14000
G. RodrÃ­guez,34,182.88,78.9,CB,Argentina,74,74,1700000,17000
Carmona,31,152.4,73,"RM,LM",Spain,74,74,5500000,10000
Marc Navarro,23,187.96,78.9,RB,Spain,74,79,6500000,33000
Victorino Magela,31,187.96,84.8,GK,Brazil,74,74,3600000,9000
S. Vilakazi,29,170.18,74.8,"CAM,CF,RW",South Africa,74,74,,
J. Ralls,25,152.4,69.9,"CM,CDM",England,74,79,7500000,34000
F. Bastians,30,187.96,83,"CB,LB",Germany,74,74,4200000,13000
J. Larsen,20,182.88,74.8,"LM,LW,RM,RW",Denmark,74,85,9500000,18000
R. PÃ©rez,29,185.42,82.1,CB,Colombia,74,75,5000000,4000
D. Gosling,29,182.88,78.9,CM,England,74,74,5500000,51000
J. Mateta,21,193.04,88,ST,France,74,84,9000000,19000
F. Haroun,33,187.96,74.8,"CDM,CM",Belgium,74,74,3200000,11000
Carlos ManÃ©,24,172.72,67.1,"RW,LW",Portugal,74,78,7500000,11000
G. Montiel,22,175.26,69.9,"RB,CB",Argentina,74,81,6500000,13000
A. MitriÅ£Äƒ,24,170.18,64.9,"LW,LM",Romania,74,80,7500000,8000
A. Oyongo,27,175.26,68,"LWB,LB",Cameroon,74,75,5000000,20000
J. Kodjia,29,187.96,77.1,"ST,LW",Ivory Coast,74,74,6000000,21000
M. Å koda,33,190.5,86.2,ST,Czech Republic,74,74,4500000,1000
S. Okaka,29,185.42,89.8,ST,Italy,74,74,6000000,48000
F. Forster,30,200.66,93,GK,England,74,74,3600000,29000
A. Eschenko,35,175.26,78,RB,Russia,74,74,1600000,1000
A. Long,26,185.42,86.2,CB,United States,74,79,6500000,7000
V. Laurini,29,172.72,72.1,RB,France,74,74,4300000,41000
S. PrÃ¶dl,31,195.58,97.1,CB,Austria,74,74,3800000,39000
S. Floccari,37,154.94,78.9,ST,Italy,74,74,2000000,11000
V. Barkas,24,195.58,91.2,GK,Greece,74,77,5000000,1000
J. Kana-Biyik,29,182.88,86.2,CB,Cameroon,74,75,5000000,13000
E. Dennis,21,175.26,68,"LM,RM,ST",Nigeria,74,83,8500000,15000
Sabin Merino,27,187.96,74.8,"LW,ST,RW",Spain,74,74,6000000,22000
R. SaÃ¯ss,28,190.5,83.9,"CM,CDM",Morocco,74,74,5500000,55000
I. SangarÃ©,21,190.5,77.1,"CDM,CM",Ivory Coast,74,85,8500000,16000
C. Chambers,24,182.88,73,"CDM,CB",England,74,79,6500000,56000
S. Johansen,28,182.88,78,CM,Norway,74,74,6000000,45000
D. N'Doye,34,185.42,81.2,ST,Senegal,74,74,3500000,20000
Roger Guedes,22,182.88,67.1,"RW,CAM,RM",Brazil,74,81,8000000,14000
N. Etheridge,29,190.5,88.9,GK,Philippines,74,76,4700000,30000
A. Pulido,28,152.4,83,ST,Mexico,74,75,6500000,35000
A. BrianÃ§on,24,185.42,78.9,CB,France,74,78,6000000,13000
P. Diamanka,29,182.88,72.1,"CDM,CM",Senegal,74,74,4600000,10000
Quique,28,175.26,67.1,"ST,RM,LM",Spain,74,74,6000000,11000
Patric,31,187.96,82.1,ST,Brazil,74,74,5500000,13000
R. Amalfitano,29,175.26,71.2,"CM,CDM",France,74,74,5500000,14000
I. KonÃ©,31,182.88,78.9,"CB,LB",Ivory Coast,74,74,,
L. Grabban,31,182.88,78,ST,England,74,74,5500000,45000
D. LimberskÃ½,35,154.94,81.2,"LB,RB,CB",Czech Republic,74,74,1600000,1000
M. Burda,23,187.96,79.8,"CB,RB,LB",Ukraine,74,81,7000000,1000
B. Dack,25,175.26,71.2,CAM,England,74,78,7500000,32000
S. Morrison,28,193.04,83.9,CB,England,74,76,5500000,35000
A. Mariappa,32,154.94,78.9,"CB,RB",Jamaica,74,74,3800000,39000
W. Tesillo,29,182.88,78,CB,Colombia,74,74,4600000,24000
Juan Cala,29,185.42,86.2,"CB,CDM,CM",Spain,74,74,4600000,10000
M. Stendera,23,172.72,72.1,"CM,CAM,CDM",Germany,74,79,7500000,24000
Bruno Saltor,38,154.94,77.1,RB,Spain,74,74,650000,25000
A. Gianniotis,26,193.04,84.8,GK,Greece,74,78,5000000,1000
M. Zaracho,21,170.18,64,"CAM,RM,LM,CM",Argentina,74,85,9500000,14000
M. Lemos,23,187.96,84.8,CB,Uruguay,74,79,6500000,8000
A. Mawson,25,187.96,87.1,CB,England,74,81,7000000,35000
R. MartÃ­nez,24,154.94,84.8,ST,Colombia,74,80,8000000,46000
K. ThÃ©ophile-Catherine,29,182.88,86.2,"CB,RB",France,74,75,5000000,1000
